Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,86.30999755859375,85.5,86.12999725341797,85.94999694824219,22483800.0,82.38363647460938
2018-01-03,86.51000213623047,85.97000122070312,86.05999755859375,86.3499984741211,26061400.0,82.76704406738281
2018-01-04,87.66000366210938,86.56999969482422,86.58999633789062,87.11000061035156,21912000.0,83.49552154541016
2018-01-05,88.41000366210938,87.43000030517578,87.66000366210938,88.19000244140625,23407100.0,84.53070068359375
2018-01-08,88.58000183105469,87.5999984741211,88.19999694824219,88.27999877929688,22113000.0,84.6169662475586
2018-01-09,88.7300033569336,87.86000061035156,88.6500015258789,88.22000122070312,19484300.0,84.55945587158203
2018-01-10,88.19000244140625,87.41000366210938,87.86000061035156,87.81999969482422,18652200.0,84.17605590820312
2018-01-11,88.12999725341797,87.23999786376953,88.12999725341797,88.08000183105469,17808900.0,84.42526245117188
2018-01-12,89.77999877929688,88.44999694824219,88.66999816894531,89.5999984741211,24271500.0,85.88218688964844
2018-01-16,90.79000091552734,88.01000213623047,90.0999984741211,88.3499984741211,36599700.0,84.68405151367188
2018-01-17,90.27999877929688,88.75,89.08000183105469,90.13999938964844,25621200.0,86.3997802734375
2018-01-18,90.66999816894531,89.66000366210938,89.80000305175781,90.0999984741211,24159700.0,86.3614501953125
2018-01-19,90.61000061035156,89.66000366210938,90.13999938964844,90.0,36875000.0,86.26559448242188
2018-01-22,91.62000274658203,89.73999786376953,90.0,91.61000061035156,23601600.0,87.80877685546875
2018-01-23,92.30000305175781,91.54000091552734,91.9000015258789,91.9000015258789,23412800.0,88.08675384521484
2018-01-24,93.43000030517578,91.58000183105469,92.55000305175781,91.81999969482422,33277500.0,88.01006317138672
2018-01-25,93.23999786376953,91.93000030517578,92.47000122070312,92.33000183105469,26383200.0,88.49891662597656
2018-01-26,94.05999755859375,92.58000183105469,93.12000274658203,94.05999755859375,29172200.0,90.15714263916016
2018-01-29,95.44999694824219,93.72000122070312,95.13999938964844,93.91999816894531,31569900.0,90.02294158935547
2018-01-30,93.66000366210938,92.0999984741211,93.30000305175781,92.73999786376953,38635100.0,88.89189910888672
2018-01-31,95.4000015258789,93.51000213623047,93.75,95.01000213623047,48756300.0,91.06771087646484
2018-02-01,96.06999969482422,93.58000183105469,94.79000091552734,94.26000213623047,47227900.0,90.34883880615234
2018-02-02,93.97000122070312,91.5,93.63999938964844,91.77999877929688,47867800.0,87.97173309326172
2018-02-05,93.23999786376953,88.0,90.55999755859375,88.0,51031500.0,84.34858703613281
2018-02-06,91.4800033569336,85.25,86.88999938964844,91.33000183105469,67998600.0,87.5404052734375
2018-02-07,91.7699966430664,89.19999694824219,90.48999786376953,89.61000061035156,41107600.0,85.89176940917969
2018-02-08,89.87999725341797,84.76000213623047,89.70999908447266,85.01000213623047,55628700.0,81.4826431274414
2018-02-09,88.93000030517578,83.83000183105469,86.30000305175781,88.18000030517578,63499100.0,84.52110290527344
2018-02-12,89.77999877929688,87.93000030517578,88.73999786376953,89.12999725341797,35720300.0,85.43167877197266
2018-02-13,90.0,87.80000305175781,88.93000030517578,89.83000183105469,26407700.0,86.1026611328125
2018-02-14,90.98999786376953,88.41000366210938,88.51000213623047,90.80999755859375,34960900.0,87.45085906982422
2018-02-15,92.72000122070312,90.62000274658203,91.20999908447266,92.66000366210938,27823900.0,89.23242950439453
2018-02-16,93.5,91.80000305175781,92.44999694824219,92.0,30596900.0,88.59684753417969
